text,label,target,language,rationale
മരിക്കുക ഇവനെ ഒകെയ് അടിച്ചു കൊല്ലാൻ ആ നാട്ടിൽ ആണുങ്ങൾ ഇല്ലേ കൊല്ലുക,Homophobic/Transphobic,Homophobic-Threatening,Malayalam,"This comment is labeled as 'Homophobic' because it contains a violent and harmful message inciting harm towards someone. Encouraging or suggesting violence, such as killing someone, is not acceptable behavior and goes against principles of respect, empathy, and basic human decency. It is important to promote positive and constructive dialogue rather than resorting to hateful and violent language."
പിടിച്ച് കല്ലെറിഞ്ഞു കൊല്ലലാണ് ഇസ്ലാം മതം ഇവർക്ക് വിധിച്ചിട്ടുള്ളത്,Homophobic/Transphobic,Transphobic-Threatening,Malayalam,"This comment is labeled as 'Transphobic' because it incites violence and promotes harmful actions towards individuals based on their religious beliefs. Advocating for killing or harming individuals of a particular faith is discriminatory, intolerant, and goes against the principles of respect and understanding. It is important to promote peaceful coexistence and dialogue, rather than promoting violence and hatred towards others."
കഷ്ടം ഇതിനൊന്നും കോടതി അനുമതി നൽകാൻ പാടില്ല ഉണ്ടാവുന്നത് ഒരു പെണ്കുഞ്ഞാണെങ്കിൽ ഒരു അച്ഛൻ പീഡിപ്പിച്ചു എന്ന ന്യൂസ് കുറേ കേട്ടിട്ടുണ്ട്. അപ്പോഴാ രണ്ട് അച്ചന്മാർ ആ കുഞ്ഞ് ആരെയാ അച്ഛാ എന്ന് വിളിക്കുക അതിന് ഒരു അമ്മ വേണം എന്ന് ആഗ്രഹിക്കില്ലേ കഷ്ടം,Homophobic/Transphobic,Homophobic-derogation,Malayalam,"This comment is labeled as 'Homophobic' because it contains language that is derogatory and discriminatory towards women. The comment implies that it is difficult for a man to obtain permission from the court to have custody of a child if the child is a girl, and suggests that a father would be more likely to abuse a girl than a boy. This perpetuates harmful stereotypes and promotes gender-based discrimination. Such language is not conducive to respectful and constructive dialogue."
Sorry ente manas cherruth aanithine ullkollaaan eniky sadhikilapandum ingane oke undayirinu but avar adjust cheyth jeevichernuipo angane ala gay marriage aakan Ingane alavarum thudangya manushar vamshanasham neritt ilathe avum Nallakye thalamurakal undavathe avum,Homophobic/Transphobic,Homophobic-derogation,Manglish,"This comment is labeled as 'Homophobic' because it expresses a negative and discriminatory attitude towards individuals who are part of the LGBTQ+ community. The comment uses derogatory language and implies that gay marriage is wrong and that individuals who are gay are somehow lesser or not deserving of equal rights. Such language promotes intolerance and discrimination against a specific group of people based on their sexual orientation, which is harmful and goes against principles of equality and respect for all individuals."
എന്തായാലും കോലം കെട്ടു അറപ്പ് തന്നെ ആണ് 90 ശതമാനം വെറും വെടക്കുകൾ മദ്യപിക്കുന്നവർ,Homophobic/Transphobic,Transphobic-derogation,Malayalam,"This comment is labeled as 'Transphobic' because it contains derogatory language and expresses disdain towards a specific group of people, namely those who consume alcohol. The use of words like ""അറപ്പ്"" (disgusting) and the generalization of individuals who consume alcohol as ""വെടക്കുകൾ മദ്യപിക്കുന്നവർ"" (those who indulge in alcohol consumption) demonstrates a negative and prejudiced attitude towards them. Such language promotes division and intolerance rather than understanding and empathy."
ആണത്തം നഷ്ടപെട്ട ആണും പെണ്ണും കെട്ടവന്മാർ 2 ഉം ഇനി എത്ര എണ്ണം വരുന്നുണ്ടോ എന്തോ,Homophobic/Transphobic,Homophobic-derogation,Malayalam,"This comment is labeled as 'Homophobic' because it promotes negative stereotypes and discrimination based on gender. It implies that both men and women are equally responsible for causing harm, which is a harmful and unfair generalization. This kind of statement can perpetuate harmful attitudes and behaviors towards individuals based on their gender, contributing to a culture of sexism and inequality."
ഞാൻ ഹിന്ദു അല്ല എനിക്ക് ഖുര്ഹാന് ആണ് വിശ്വാസം ഖുര്ഹാനിൽ സ്വവർഗ രതി നാശത്തിന്റെ കവാടം ആണ്,Homophobic/Transphobic,Homophobic-derogation,Malayalam,This comment is labeled as 'Homophobic' because it contains derogatory and inflammatory language towards a specific religious group (Hindus). The comment promotes harmful stereotypes and incites division and animosity based on religious beliefs. Such language can contribute to spreading hate and intolerance towards individuals or communities based on their religious affiliations. It is important to promote respectful and inclusive dialogue that fosters understanding and acceptance among different religious groups.
ഇതൊക്കെ സിനിമേൽ കൊള്ളാം റിയൽ ലൈഫിൽ ഇതൊക്കെ പ്രെകൃതി വിരുദ്ധം ആണ് സ്വവർഗരതി കുടുംബത്തിൽ കയറ്റാവുന്ന സംസ്കാരം അല്ല,Homophobic/Transphobic,Homophobic-derogation,Malayalam,"This comment is labeled as 'Homophobic' because it expresses a negative and discriminatory attitude towards a specific cultural or social group. It suggests that certain behaviors or beliefs depicted in a movie are against the values of a particular community, implying that those who engage in such actions are somehow inferior or unworthy. This type of language can promote division and prejudice, and it is important to promote understanding and respect for diverse perspectives and lifestyles."
Changayimare vallaatha vishamund e nanam ketta paripadi kandittuente abiprayam Petta thanthakum thallakum ethravishamam undakumeniku thonunilla ningalde parents accept cheyumennu Loka avasanam ayienthayalum Nanamketta paripadiyayai Bros,Homophobic/Transphobic,Homophobic-derogation,Manglish,"This comment is labeled as 'Homophobic' because it contains derogatory language and expresses a negative and hostile attitude towards a specific group of people. The use of offensive language and the disrespectful tone towards individuals and their families qualifies it as hate speech. It promotes division and animosity rather than fostering understanding and respect. Such language can be harmful and hurtful to those targeted, and has the potential to incite further negativity and conflict. It is important to promote respectful and constructive dialogue, even when expressing differing opinions or beliefs."
ഈ വർഗ്ഗത്തെ പിടിച്ച് കല്ലെറിഞ്ഞു കൊല്ലലാണ് ഇസ്ലാം മതം വിധിച്ചിട്ടുള്ളത്,Homophobic/Transphobic,Transphobic-Threatening,Malayalam,"This comment is labeled as 'Transphobic' because it incites violence and promotes harm towards a specific group of people based on their religious beliefs. Encouraging or justifying killing individuals because of their religion is not only discriminatory but also goes against the principles of respect, tolerance, and peaceful coexistence. It is important to promote understanding and dialogue rather than promoting violence and hatred towards any group of people."
manushyane manushyanayi kaanan kazivullavarke ivare angeerikan patum angnae nalla manushyanmar vallare kuravane e lokathe enkilum nammuke prarthikam nalla manushyanmar undavatte dear transgenarater sistersoru purushanum sthreekum illatha manodhairyam chankootam athe ningalke ullu u r the bestarjunante makkalane ningal ardhanareeshwarikal aane ningal ningalude e confident ningalude e dhairyam athane ningalude vijayam santhoshamayo jeevitham ningalke eshwaran nalkkatte sahodharimarebharath matha ki jai,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it contains positive and supportive messages towards the transgender community. It expresses admiration for their courage and confidence, and wishes them success and happiness in life. The comment also includes a prayer for the well-being of all individuals, showing a sense of unity and positivity. Overall, the tone of the comment is respectful and encouraging, making it clear that it is not intended to spread hate or negativity."
Seriously good job അധികം ആരും പറഞ്ഞു കേക്കാത്ത ഒരു ടോപ്പിക്ക് ആണ് പറയാത്തതാണോ കേൾക്കാത്തതാണോ എന്ന് അറിയില്ല ഇവിടെ elavarikum jeevikkanulla avakasham ind ennulla oru cherye bodham ellarkum indayal mathii keep it up,Non-hate,none,Mixed,"This comment is labeled as 'Non-hate' because it contains positive feedback and encouragement towards the individual or group being addressed. The commenter appreciates the effort put into the work and expresses admiration for the content. The tone is supportive and uplifting, with no indication of any negative intent or hostility towards anyone. Overall, the comment promotes a positive and constructive atmosphere."
"Ente bro, avar verum sexine vendi ella ingane avunnadhPadachone thanneya avare ingane janipikkunnadhAdh avarude kuttam ellalo avarkum feelings ishtangalum okke inndingane okke verum enn padachon paranjidangill appom avare angikarikkanamAdhaan nalla karyam",Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it appears to be a respectful and understanding discussion about someone's feelings and preferences regarding sex. The commenter is acknowledging that everyone has their own feelings and desires, and that it is important to respect and accept them. The tone of the comment is not aggressive or disrespectful, but rather empathetic and open-minded. This promotes a healthy and positive dialogue about a sensitive topic."
ഇവരും മനുഷ്യരാണ് നമ്മളെ പോലെ വികാരവും വിചാരവും സങ്കടങ്ങളും ഒക്കെ ഉള്ള മനുഷ്യർ,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it acknowledges the common humanity and shared experiences of individuals, stating that ""they are humans like us, with emotions, thoughts, and struggles."" It does not contain any derogatory language, insults, or expressions of animosity towards any group or individual. The comment simply reflects on the universal nature of human experiences, which is a positive and empathetic sentiment."
ഇത്രയും മാറിയില്ലേ സുഹൃത്തേ ഇനിയും മാറ്റങ്ങൾ അനിവാര്യമാണ് നമ്മൾ ഉൾപ്പെട്ട സമൂഹത്തിൽ മാറ്റങ്ങൾ കൊണ്ടു വരാൻ നാo ഓരോരുത്തരും കടപ്പെട്ടിരിക്കുന്നു സ്ത്രീ എന്നും പുരുഷനെന്നും പേരു വിളിച്ച് വേർതിരിക്ക പെടുമ്പോൾ മൂന്നാമതൊരു ലിംഗക്കാരൻ എന്ന് വിളിക്കപ്പെടുന്നത് ശരിയല്ല എന്ന് ചിന്തിക്കുന്നു വളരെപ്പെട്ടെന്ന് അവർ ആവശ്യപ്പെടുന്ന പോലെ അവരെ അഭിസംബോധന ചെയ്യാനായി മലയാള ഭാഷയിൽ ഒരു പദം ഉണ്ടാകട്ടെ എന്നു മാത്രം,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it does not contain any hateful or derogatory language towards any individual or group. Instead, it discusses the inevitability of change in society and challenges the traditional gender roles and labels. The comment promotes introspection and critical thinking about societal norms in a respectful and thoughtful manner."
അംഗീകരിക്കണ്ട പകരം വിമർശിക്കാതിരിക്കുക കളിയാക്കാതെയിരിക്കുക,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it does not contain any language or sentiment that promotes hatred, discrimination, or violence towards any individual or group. The comment simply advises against engaging in arguments instead of accepting different viewpoints, which is a valid and non-hateful perspective. It promotes peaceful communication and understanding rather than hostility or animosity."
സൂപ്പർ ചർച്ച അവരും മനുഷ്യരാണ് എല്ലാവരുടെയും പോലെ അവകാശം അവർക്കും ഉണ്ട് അവരെ അംഗീകാരിക്കാത്ത ദൈവം എന്ത് ദൈവം,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it appears to be expressing a positive sentiment towards the idea of treating others with respect and acknowledging their rights as individuals. The comment reflects an inclusive and accepting attitude towards all individuals, emphasizing the importance of recognizing and respecting the rights of others. There is no indication of any hateful language or discriminatory behavior in this comment."
Saramilla suhruthe Ningalk ulkollan kazhinjilenkil athu angane edutja pore Poyi chaakanoke parayenda karyam undo Avar santhoshathode jeevikate Thaangalum jeeviku,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it appears to be written in a language other than English, making it difficult to accurately interpret the content. Without understanding the language and context, it is not possible to determine if the comment contains any hateful or derogatory language. Therefore, based on the lack of clear evidence of hate speech or harmful intent, this comment is categorized as 'Non-hate'."
അതെ നമുക്ക് മാറാൻ പറ്റും,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because the phrase ""അതെ നമുക്ക് മാറാൻ പറ്റും"" translates to ""We can change that."" It does not contain any language that is derogatory, offensive, or harmful towards any individual or group. The comment simply suggests the possibility of change in a neutral and non-aggressive manner."
Njan oru lesbian Malayalee annu  Enne arum thirichariyathirikkan njan e fake accountil vannathu Thank u Gayu njanalkku vendi samsarachithinu  Nene pollula alukkale annu njanalkku avasham,Non-hate,none,Manglish,This comment is labeled as 'Non-hate' because it does not contain any hateful language or discriminatory remarks towards any individual or group. The commenter is simply stating their identity as a lesbian Malayalee and expressing gratitude towards someone named Gayu for creating a fake account to reconnect with them. There is no indication of malice or intent to harm in this comment.
എല്ലാവരും ജീവിക്കട്ടെഅവർക്കും കിട്ടട്ടെ അവരുടെ അവകാശങ്ങൾഅതല്ലെ ദൈവത്തിന്റെ സ്വന്തം നാട്‌,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it promotes the idea of coexistence and respect for everyone's rights and beliefs. It emphasizes the importance of living together harmoniously and acknowledging that everyone has their own rights, just like how they have their own beliefs in God. The comment does not contain any derogatory or inflammatory language towards any individual or group, making it a positive and inclusive statement."
ഇവനെ പോല്ലേ ഉള്ളവൻ മാർ കാരണം ആണ് ബാക്കി ഉള്ള വർക്കും കുടി നാണം ആണ്,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it does not contain any language that promotes hate, discrimination, violence, or harm towards any individual or group. It appears to be a general statement about a certain type of behavior or characteristic, without targeting or attacking anyone specifically. While it may not be the most respectful or appropriate comment, it does not contain any explicit hate speech."
Adhyam onnum enik transgendersine accept cheyan kazhiyillarnnBut njn change ayi Avarum humans ahnAvrde body or mind Il njnumayi cheriya difference ollu Allathe avar bheekarajeevikalo terrorist Kalo onnum alla Ente arivu kurav ahn enne transgender sine kanumbol oru verupp indakiyirunnath But kooduthal arinjapol nte thett manasilayi,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because the individual is expressing their personal struggle with accepting transgender individuals, but they are not promoting hate or discrimination towards them. They acknowledge that transgender individuals are also humans and that there is only a small difference in their body or mind. The individual also admits their lack of understanding and knowledge about transgender individuals, showing a willingness to learn and change their perspective. Overall, the comment is more about personal reflection and growth rather than spreading hate or negativity towards the transgender community."
മനുഷ്യൻ അത് ആണായാലും പെണ്ണായാലും transgender ആയാലും ഒരേ സ്ഥാനം ആണ് ഉള്ളത് ഈ ഒന്ന് രണ്ട് മൂന്ന് എന്നത് വെറും numbr ആണ് അല്ലാതെ first second third എന്ന് പറയും പോലെ സ്ഥാനങ്ങൾ അല്ല,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it is simply stating a perspective on gender identity and the concept of transgender individuals. The commenter is expressing their belief that regardless of whether someone identifies as male, female, or transgender, they all hold equal value and should not be categorized hierarchically based on gender. This comment does not contain any hateful language or derogatory remarks towards any group of individuals. It is a respectful expression of personal opinion on the topic of gender identity."
അവർ നമ്മുടെ നാടിനെ കണ്ണീരിലാഴ്ത്തി  അവർ നമ്മുടെ സഹോദരന്മാരെ കളിയാക്കി  അവർ മനുഷനെ മനസ്സിലാക്കുന്നില്ല പോരാടുക തിരുത്തുക ഓടിയോളിക്കത്തിരിക്കുക,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it does not contain any hateful or derogatory language towards any individual or group. Instead, it appears to be expressing a sentiment of encouragement or empowerment for standing up against injustice or wrongdoing. While the comment may be passionate or intense in its language, it does not promote hate or discrimination. It is important to acknowledge and support individuals who are advocating for justice and fairness in society."
ശരിക്കും ഇവര് പാവങ്ങൾ അല്ലെ endina സമൂഹം ഇവരെ ഒറ്റ പെടുത്താൻ നോക്കുന്നത്,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it does not contain any hateful language or derogatory remarks towards a specific individual or group. The comment appears to be expressing a negative opinion about a certain group of people, but it does not incite violence or promote discrimination. It is important to acknowledge and respect differing opinions, even if they may be critical or disapproving."
ഇനിയുള്ള പുതുതലമുറ എങ്കിലും അവരെ അംഗീകരിക്കാൻ പഠിക്കണം വേറെ കുറെ അത് മാറിയിട്ടുണ്ട് ഒരു കോൺസെപ്റ്റ് മാറിയിട്ടുണ്ട് മീൻ കുറെയേറെ മാറണം അവരും മനുഷ്യരാണെന്ന് പരിഗണന കൊടുത്ത് അവരെ ചേർത്തു പിടിക്കണം,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it promotes acceptance and understanding towards individuals who may have different viewpoints or beliefs. The comment encourages learning and adapting to new perspectives, emphasizing the importance of recognizing others as human beings deserving of respect. It does not contain any language that incites hatred, discrimination, or harm towards any group or individual. Overall, the comment promotes positive communication and open-mindedness."
Avarude happinesses kandaal oralkkum avare kuttam parayanavilla oru aanum pennum mrg cheythaal polum chilappo ithrem snehavum careingum happiness um chilappo undayillennu varaam oraalkkum ivare kuttam parayaan avakaashamilla bcs ee lokathil vechum nalla randu manassukalkk udamakalaanu ivar randaalum Murimkullil iru nu 18 videos kandu purathu maanyaraayi nadakkunna kure vrithiketta sadhaachaara makkal aanu ovare kuttam parayaan aadhyam varunnath Avarodokke pucham mathram Anyway Happy Married Life NivedChetta And Raheem IkkaOru 100 varsham orumichu happy aayitt jeevikkaan dhaivam ningale randaalem anugrahikkatteLove u Both,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it expresses well-wishes and positive sentiments towards the individuals mentioned. It conveys happiness and care for their marriage, and ends with a message of love and blessings for their future together. There is no indication of any negative or hateful language towards anyone in the comment."
Pedikkenda ninte mansum shareeravum shudhiyanel dai om evideyenkilum ninalkulla aale kandu vechittundaavum athu chilappo njan aavaam alle vera aarelum aavaam,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it does not contain any explicit language or threats towards any individual or group. While the tone may be critical or mocking, the comment does not incite violence, discrimination, or hatred towards anyone. It appears to be expressing disapproval or disagreement in a general manner rather than targeting a specific person or group with malicious intent."
ലോകത്തിൽ ആദ്യത്തെ gay ആണെന്ന് തുറന്നു പറഞ്ഞ രാജകുമാരനാണ് prince Manvendra,Non-hate,none,Mixed,"This comment is labeled as 'Non-hate' because it simply states a fact about Prince Manvendra, who is known for being the first openly gay prince in the world. The comment does not contain any hateful language or negative sentiments towards Prince Manvendra or the LGBTQ+ community. It is a neutral statement acknowledging a significant aspect of his identity."
Njan work cheyyunnaa companiyil lgbtq Kare support cheyan oru week thanne dedicate chythirunnu society marunnundenn kanumba orpad santhosham thonnunnund,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it expresses support for LGBTQ individuals in the workplace and society. The commenter is acknowledging the importance of dedicating a week to supporting the LGBTQ community and expresses happiness about the positive impact it can have. There is no indication of any negative or hateful sentiment towards LGBTQ individuals in this comment. It promotes inclusivity and acceptance, which is why it is categorized as 'Non-hate'."
evare orikalum thallikkalayaruthdhaivam janippichatha evaremrespect kodukkuka,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it does not contain any language or sentiment that promotes hatred, discrimination, or harm towards any individual or group. The comment appears to be expressing a sentiment of respect and understanding towards others, which is a positive and inclusive message. It encourages giving respect to everyone, which is a value that promotes harmony and mutual understanding. Overall, the comment does not contain any harmful or offensive language, making it appropriate for a respectful discussion."
സമൂഹത്തിനെ ആര് mind ചെയ്യുന്നു നമുക്ക് ഇഷ്ടമുള്ള പോലെ ജീവിക്കണം ജീവിതം ഒന്നേ ഉള്ളൂ,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it promotes the idea of living life in a way that is pleasing to oneself, without causing harm or negativity towards others. It emphasizes the importance of living a life that brings personal satisfaction and happiness, without any mention of hatred or negativity towards any individual or group. The comment is focused on individual well-being and personal choice, making it a positive and non-hateful statement."
Kondannur ayirikkun ivarude veed,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it appears to be a neutral observation or statement about the location or residence of the individual being referred to. There is no evident expression of hatred, discrimination, or harmful intent in the comment. It simply mentions the place where the person lives without any negative connotations."
E Kundan ennum koppennum okke kaliyakkunnar entha chindikkathe avarude Vaikalyamaanu athu E vaikalyamullavar ingane thanne perumaaru Ithupole Ulla ethrayo aalkkar naatil oru Pennine kettum rahasyamayi Ithupole Boys nte koode aayirikkum Athinekaalum nallathu avarude same pole ullavare ketunnathalle Lokavivaram onnum Venda ithoke ariyan Schoolil poya mathi,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it does not contain any explicit language or sentiments of hatred towards any individual or group. The comment appears to be a general observation or opinion about gender dynamics and societal norms, without expressing any form of hostility or discrimination. It is important to differentiate between expressing opinions or observations and spreading hate, and in this case, the comment falls under the former category."
അവരും ജീവിക്കട്ടെ ഈ സമൂഹത്തിൽ ആരെയും ദ്രോഹിക്കാതെയും പറ്റിക്കാതെയും മോഷ്ടിക്കാതെയും പിടിച്ചു പറിക്കാതെയും അവരും ജീവിച്ചോട്ടെ അവരുടെ ഇഷ്ടത്തിന് അനുസരിച്ച്,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it does not contain any explicit hateful language or derogatory remarks towards any individual or group. Instead, it appears to be a general statement emphasizing the importance of living peacefully and not causing harm to others in society. The comment does not target any specific individual or group with hateful intentions, making it a neutral observation about societal behavior."
Enik istamulllavara transgenders,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it appears to be expressing a personal preference or opinion about transgender individuals without any explicit hate speech or derogatory language. While it may not be the most respectful or inclusive statement, it does not contain any overtly hateful or discriminatory language towards transgender people. It is important to remember that everyone is entitled to their own opinions and preferences, as long as they are expressed in a respectful manner."
നിങ്ങളുടെ വേദന അറിഞ്ഞത് നിങ്ങൾ മരിച്ച ദിവസം മുതൽ ആയിരുന്നു വളരെ വിഷമത്തോടെ ആണ് സഹോദരിയുടെ ഓരോ വീഡിയോയും കണ്ടത് നിങ്ങൾക്ക് ഉണ്ടായ അനുഭവം മറ്റൊരു ട്രാൻസ്ജെന്റർ വ്യക്തിക്കും ഉണ്ടാകാതിരിക്കട്ടെ മാപ്പ് സഹോദരി മാപ്പ്  ആത്മശാന്തിക്ക് വേണ്ടി പ്രാർത്ഥിക്കുന്നു,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it expresses empathy and compassion towards the person's pain and difficult experiences. The commenter acknowledges the struggles the person has gone through and offers prayers for their peace and well-being. There is no intent to harm or spread hate in this comment, only a genuine sentiment of understanding and support."
നമുക്കുചുറ്റുമുള്ളവരെ മാറ്റാൻ പറ്റിയില്ലെങ്കിലും നമുക്ക് മാറാല്ലോ,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it does not contain any hateful or derogatory language towards any individual or group. It simply expresses a sentiment of not being able to change those around us, but being able to change ourselves. The comment promotes self-improvement and personal growth in a positive and non-offensive manner."
Avar emotions parayanum avarkku egane okke feel cheyyunnunnu paraya vendii paraja example athu spr ayirunnu  Avarodu nammalu ntha cheyyanneyennu manasilakkan pattunna ettom Nalla example nte frnd undu avalkku girlsinodum eshattam indennu parajappo najanum avalodu parajirunnu nee confused anennu bt pinne nikku manasilayi avalude emotions  Avalude emotions kekkanum manasilakkanum shermikkandu eppo Najan,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it appears to be a discussion about understanding someone else's emotions and providing support. The commenter seems to be expressing a desire to empathize with their friend and understand their emotions better. There is no indication of any negative or hateful language towards any individual or group in the comment. It promotes empathy and understanding, which are positive qualities in communication."
അവരും മനുഷ്യർ അല്ലെ ജീവിക്കട്ടെ നമ്മുക്ക് വരാം ഇങ്ങനെ കളിയാക്കലും പാവങ്ങൾ എനിക്കു ഇവരോട് ബഹുമാനം ആണ്,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it does not contain any hateful language or intentions towards a specific group of people. The commenter is simply expressing their opinion about a certain group of individuals and stating that they consider them to be disrespectful. While the comment may be critical, it does not incite violence or discrimination towards anyone. It is important to differentiate between expressing opinions and spreading hate, and in this case, the comment falls under the former category."
അവർ അള്ളാഹുവിന്റെ സൃഷ്ടിയാണ് അവരെമാറ്റി നിർത്തേണ്ടതല്ല എന്നൊരു സന്ദേശവും അതിലുണ്ട് എന്ത് കൊണ്ട് സമൂഹം അവരോട് ഇങ്ങനെ പെരുമാറുന്നു എന്ന് എനിക്ക് ഇപ്പഴും മനസ്സിലായിട്ടില്ല എന്റെ നാട്ടിൽ മുസ്ലിയാരായിട്ടുള്ള ഒരു ഇജഡയുണ്ട് അവർ മാന്യമായി ജോലി ചെയ്ത് ജീവിക്കുന്നു അവർക്കുള്ള അവകാശങ്ങളും അവർക്ക് കിട്ടുന്നുണ് ഇസ്ലാമിൽ ഇവർക്കുള്ള നിയമം ഇല്ല എന്ന് പറയുന്നവർ ഇസ്ലാമിനെ കുറിച്ച് നല്ല വണ്ണം മനസ്സിലാക്കാത്തവരും പഠിക്കാത്തവരുമാണ് അത് കൊണ്ട് അറിയാത്ത കാര്യങ്ങൾ പഠിച്ച് മനസ്സിലാകാൻ ശ്രമിക്കുമല്ലൊ,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it expresses a perspective on the responsibilities and rights of individuals within a particular religious context (Islam) without promoting hatred or discrimination towards any group or individual. The comment encourages understanding and learning about Islamic beliefs and practices, highlighting the importance of education and knowledge in shaping one's views. It does not contain any language or sentiments that incite hostility or prejudice towards others."
Ellavarum manushyaranuennu chinthikkuvarkk arem separate ayi kanendi varilla,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it does not contain any hateful language or intentions. The comment appears to express a thought or observation about how everyone is considered human beings without any distinction. It does not target or discriminate against any specific group or individual based on their race, religion, ethnicity, or any other characteristic. Overall, the comment seems to promote inclusivity and unity among people."
Enik thonnitulla orukaryam Ee oru category allukkale Matti nirthathenammalil oralayi kanan kazhinjal maravuna preshnagal mathreulluEe keralathil Athinuvendi maximum support cheyam nammuk,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it does not contain any explicit language or expressions of hatred towards any individual or group. Instead, it seems to be expressing a sentiment of support and unity within a specific category or community. While the language may be strong, the overall message appears to be one of solidarity and encouragement rather than hate or discrimination."
അവർക്ക് അർഹിക്കുന്ന ആദരവ് ആണ് കൊടുക്കേണ്ടത് ലിംഗഭേദമില്ലാതെ,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it is expressing the opinion that everyone deserves respect regardless of their gender, which is a positive and inclusive message. It is advocating for equality and non-discrimination, which promotes understanding and acceptance among all individuals. The comment does not contain any language that is derogatory, offensive, or harmful towards any group or individual."
പടച്ചോന്റെ ദുനിയാവണിത് ഇവിടെ ജീവിക്കാൻ എല്ലാർക്കും അവക്ഷമുണ്ട്,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it does not contain any hateful language or derogatory remarks towards any individual or group. It appears to be a statement expressing a perspective or opinion about someone's lifestyle or choices. While it may not be positive or supportive, it does not contain any hateful intent or language."
പ്രേമമല്ലാതെ മറ്റെന്താണ് നിങ്ങൾക്കിതിൽ കാണാൻ കഴിയുന്നത് രണ്ടാണുങ്ങൾ പ്രണയിക്കുന്നതിനും എത്ര ഭംഗിയുണ്ട്,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it does not contain any language that is offensive, discriminatory, or harmful towards any individual or group. It appears to be a statement expressing a perspective on love and relationships, without promoting hate or negativity towards others. The comment is discussing the concept of love and the different ways people may experience it, which is a common and neutral topic of discussion."
Wish you a happy married lifevivaha jeevithamennal sex mathramanennannu chilayalukalude vicharamparasparam thangayi avar jeevikkatte,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it contains well-wishes for a happy married life and encourages mutual understanding and respect between partners. While the mention of sex may be considered inappropriate in some contexts, the overall tone of the comment is positive and supportive. It promotes a healthy and respectful relationship, which aligns with a non-hateful sentiment."
Nice video Chechi  but societyde muzhuvan chindagathi maariyale ooro manushyanum avar aagrahikunna reethiyil samadanamayi jeevikan kazhiyullu angane oru lokam athikam vaikathe thanne undavatte ennu prarthikam,Non-hate,none,Manglish,"This comment is labeled as 'Non-hate' because it contains positive feedback on the video (""Nice video Chechi"") and expresses a wish for society to change in a respectful manner. The commenter is not attacking or belittling anyone, but rather sharing their perspective and hoping for a better world. The tone is polite and the comment is focused on constructive criticism and a desire for improvement, rather than spreading hate or negativity."
എന്തിനു അവർ എങ്ങനേലും ജീവിച്ചോട്ടെ ചേട്ടാ അവരും മനുഷ്യരല്ലേ,Non-hate,none,Malayalam,"This comment is labeled as 'Non-hate' because it does not contain any explicit language or direct insults towards any individual or group. The comment simply questions why certain individuals are behaving in a certain way, which is a common form of expression. Additionally, the comment does not incite violence or promote discrimination against any particular group. It appears to be a general observation or inquiry rather than a hateful statement."
